日期,開盤,收盤,現金,持股,持股價值,總價值,報酬率,動作,交易信號,買入機率,賣出機率
2020-01-26,161.176819,168.077103,111.2325131718535,8198,1377896.090394,1378007.322907172,0.3780073229071719,buy,,0.8151999999999999,0.066
2020-01-27,168.00885,170.930893,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,sell,0.055099999999999996,0.8895000000000001
2020-01-28,170.884857,176.370316,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0275,0.7844
2020-01-29,176.347885,175.050339,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.026600000000000002,0.8572
2020-01-30,174.917709,184.690475,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.005,0.9427
2020-01-31,184.736908,180.160172,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0288,0.9178000000000001
2020-02-01,180.11377,183.67395,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.015,0.9539
2020-02-02,183.532501,188.617538,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0037,0.8970999999999999
2020-02-03,188.607407,189.865067,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0017000000000000001,0.9826999999999999
2020-02-04,189.861725,189.250595,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0026,0.9570000000000001
2020-02-05,189.299103,204.23024,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.001,0.998
2020-02-06,204.1297,212.339081,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0,0.9998999999999999
2020-02-07,212.315887,222.726059,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0,0.9998
2020-02-08,222.510971,223.146515,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0,0.9997
2020-02-09,222.982239,228.578568,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0,0.9997
2020-02-10,228.549133,223.522705,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0,0.9968
2020-02-11,223.384933,235.851196,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0,0.9987
2020-02-12,235.898224,265.406128,1399028.9876669694,0,0.0,1399028.9876669694,0.3990289876669694,sell,,0.0,0.9994
