Date,Open,Close,open_bin,high_bin,low_bin,close_bin,volume_bin,rsi_3_bin,rsi_5_bin,rsi_7_bin,rsi_10_bin,rsi_14_bin,stoch_k_bin,stoch_d_bin,macd_bin,macd_signal_bin,macd_hist_bin,sma_5_bin,sma_10_bin,sma_20_bin,sma_50_bin,ema_5_bin,ema_12_bin,ema_26_bin,bb_upper_bin,bb_lower_bin,bb_middle_bin,atr_14_bin,williams_r_bin,cci_20_bin,obv_bin,adx_bin,di_plus_bin,di_minus_bin,price_change_pct_bin,volume_sma_20_bin,price_sma_20_diff_bin,price_ema_12_diff_bin
2015-11-16,18.120001,18.200001,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q1,Q2,Q3,Q3,Q1,Q2,Q3,Q3,Q4,Q3,Q3,Q4,Q1,Q1,Q1,Q2,Q1,Q4,Q2,Q2,Q1,Q1
2015-11-17,18.610001,18.82,Q1,Q2,Q2,Q2,Q4,Q3,Q2,Q1,Q1,Q2,Q2,Q1,Q2,Q2,Q1,Q1,Q2,Q3,Q1,Q2,Q2,Q3,Q4,Q3,Q3,Q4,Q2,Q2,Q1,Q1,Q2,Q3,Q4,Q2,Q2,Q1
2015-11-18,18.85,18.32,Q2,Q1,Q1,Q1,Q3,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q3,Q1,Q1,Q2,Q3,Q4,Q2,Q3,Q4,Q1,Q2,Q1,Q2,Q2,Q4,Q1,Q2,Q1,Q1
2015-11-19,18.530001,18.790001,Q1,Q1,Q1,Q2,Q4,Q4,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q2,Q1,Q1,Q2,Q3,Q1,Q1,Q2,Q3,Q4,Q2,Q3,Q4,Q2,Q2,Q2,Q2,Q2,Q3,Q4,Q2,Q2,Q2
2015-11-20,18.83,18.790001,Q2,Q1,Q2,Q2,Q2,Q3,Q3,Q2,Q1,Q2,Q2,Q2,Q1,Q2,Q1,Q1,Q2,Q3,Q1,Q1,Q2,Q3,Q4,Q2,Q3,Q4,Q2,Q3,Q2,Q2,Q3,Q3,Q3,Q2,Q2,Q2
2015-11-23,19.01,18.93,Q2,Q2,Q2,Q2,Q2,Q4,Q4,Q3,Q1,Q2,Q3,Q2,Q1,Q2,Q1,Q2,Q2,Q3,Q1,Q2,Q2,Q2,Q4,Q2,Q3,Q4,Q3,Q3,Q2,Q3,Q2,Q3,Q3,Q2,Q3,Q2
2015-11-24,18.889999,18.6,Q2,Q2,Q2,Q1,Q2,Q2,Q2,Q3,Q2,Q1,Q2,Q2,Q1,Q2,Q1,Q2,Q1,Q2,Q1,Q2,Q2,Q2,Q3,Q2,Q2,Q3,Q2,Q3,Q2,Q3,Q1,Q4,Q2,Q2,Q2,Q2
2015-11-25,18.59,18.530001,Q1,Q1,Q1,Q1,Q2,Q2,Q3,Q4,Q2,Q1,Q2,Q2,Q1,Q2,Q1,Q2,Q1,Q2,Q1,Q1,Q1,Q2,Q3,Q1,Q2,Q3,Q2,Q2,Q1,Q3,Q1,Q4,Q2,Q3,Q2,Q2
2015-11-26,18.75,19.059999,Q2,Q2,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q2,Q2,Q1,Q2,Q2,Q1,Q2,Q1,Q2,Q2,Q2,Q3,Q1,Q2,Q2,Q3,Q4,Q2,Q4,Q1,Q3,Q4,Q3,Q4,Q3
2015-11-27,19.1,18.629999,Q2,Q2,Q2,Q1,Q2,Q3,Q2,Q4,Q3,Q1,Q3,Q3,Q1,Q1,Q2,Q2,Q1,Q2,Q1,Q2,Q1,Q2,Q3,Q1,Q2,Q1,Q3,Q3,Q2,Q4,Q1,Q2,Q1,Q3,Q3,Q2
2015-11-30,18.23,18.09,Q1,Q1,Q1,Q1,Q4,Q2,Q1,Q1,Q3,Q1,Q1,Q3,Q1,Q1,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q3,Q1,Q2,Q1,Q4,Q1,Q3,Q1,Q3,Q1,Q1
2015-12-01,18.450001,18.76,Q1,Q1,Q1,Q2,Q4,Q2,Q3,Q2,Q3,Q3,Q4,Q3,Q1,Q1,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q3,Q4,Q3,Q1,Q4,Q3,Q2,Q4,Q3,Q3,Q3
2015-12-02,18.82,18.84,Q2,Q2,Q2,Q2,Q3,Q3,Q3,Q2,Q4,Q3,Q4,Q3,Q2,Q1,Q2,Q2,Q2,Q2,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q3,Q4,Q4,Q2,Q4,Q4,Q2,Q3,Q3,Q4,Q3
2015-12-03,18.65,18.9,Q1,Q2,Q2,Q2,Q2,Q4,Q2,Q3,Q3,Q4,Q4,Q4,Q2,Q1,Q3,Q1,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q1,Q2,Q4,Q4,Q2,Q3,Q4,Q2,Q3,Q4,Q4,Q3
2015-12-04,18.6,18.549999,Q1,Q1,Q1,Q1,Q3,Q2,Q2,Q3,Q3,Q4,Q3,Q4,Q2,Q1,Q3,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q1,Q2,Q3,Q2,Q2,Q3,Q4,Q1,Q1,Q4,Q3,Q2
2015-12-07,18.84,18.889999,Q2,Q2,Q2,Q2,Q4,Q3,Q4,Q2,Q3,Q3,Q4,Q4,Q2,Q1,Q3,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q3,Q1,Q2,Q4,Q4,Q2,Q2,Q3,Q1,Q4,Q4,Q4,Q3
2015-12-08,18.76,18.370001,Q2,Q1,Q1,Q1,Q4,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q1,Q2,Q3,Q3,Q1,Q1,Q3,Q2,Q1,Q4,Q3,Q1
2015-12-09,18.139999,17.969999,Q1,Q1,Q1,Q1,Q4,Q2,Q1,Q2,Q2,Q2,Q1,Q3,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q1,Q2,Q1,Q1,Q1,Q1,Q3,Q3,Q1,Q4,Q2,Q1
2015-12-10,17.709999,17.73,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q2,Q4,Q2,Q4,Q2,Q1
2015-12-11,17.77,17.26,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q4,Q1,Q4,Q1,Q1
2015-12-17,17.799999,18.049999,Q3,Q3,Q3,Q4,Q3,Q4,Q3,Q2,Q2,Q3,Q3,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q3,Q3,Q2,Q4,Q1,Q3,Q3,Q4,Q1,Q2,Q3
2015-12-18,17.82,17.91,Q3,Q4,Q4,Q3,Q2,Q4,Q3,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q3,Q2,Q2,Q3,Q1,Q4,Q2,Q2,Q1,Q2,Q3
2015-12-21,17.59,17.969999,Q3,Q3,Q3,Q4,Q2,Q3,Q4,Q3,Q2,Q2,Q2,Q3,Q3,Q2,Q2,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q2,Q2,Q2,Q4,Q1,Q3,Q3,Q2,Q2,Q3,Q3
2015-12-22,18.0,17.93,Q4,Q4,Q4,Q4,Q1,Q2,Q4,Q3,Q2,Q2,Q2,Q3,Q3,Q2,Q2,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q2,Q2,Q3,Q4,Q1,Q2,Q3,Q2,Q1,Q2,Q3
2015-12-23,18.0,18.049999,Q4,Q4,Q4,Q4,Q2,Q3,Q3,Q4,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q2,Q3,Q3,Q4,Q2,Q3,Q3,Q3,Q2,Q3,Q3
2015-12-24,18.280001,18.18,Q4,Q4,Q4,Q4,Q2,Q4,Q3,Q4,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q4,Q3,Q4,Q4,Q4,Q4,Q3,Q3,Q4,Q4,Q2,Q3,Q3,Q4,Q2,Q3,Q2,Q3,Q2,Q3,Q3
2015-12-25,18.18,18.360001,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q4,Q2,Q3,Q3,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q1,Q3,Q3,Q4,Q2,Q2,Q3,Q3,Q2,Q3,Q4
2015-12-28,18.4,18.379999,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q3,Q4,Q3,Q4,Q3,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q1,Q4,Q4,Q4,Q2,Q3,Q2,Q2,Q1,Q4,Q3
2015-12-29,18.309999,18.040001,Q4,Q4,Q4,Q4,Q1,Q2,Q2,Q3,Q4,Q3,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q3,Q4,Q3,Q1,Q3,Q3,Q4,Q2,Q3,Q2,Q1,Q1,Q3,Q2
2015-12-30,18.219999,17.879999,Q4,Q4,Q4,Q3,Q1,Q1,Q2,Q2,Q3,Q3,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q3,Q3,Q4,Q3,Q1,Q3,Q3,Q4,Q2,Q3,Q2,Q2,Q1,Q3,Q2
2015-12-31,17.9,17.969999,Q4,Q4,Q4,Q4,Q1,Q1,Q2,Q3,Q3,Q4,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q3,Q3,Q4,Q4,Q3,Q2,Q4,Q3,Q1,Q3,Q3,Q4,Q1,Q4,Q2,Q3,Q1,Q3,Q2
2016-01-04,17.92,17.190001,Q4,Q3,Q3,Q3,Q4,Q1,Q1,Q2,Q2,Q3,Q1,Q2,Q3,Q4,Q2,Q4,Q4,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q1,Q1,Q2,Q4,Q1,Q3,Q2,Q1,Q1,Q2,Q2
2016-01-05,17.07,16.940001,Q3,Q2,Q2,Q2,Q3,Q1,Q1,Q1,Q1,Q3,Q1,Q2,Q3,Q4,Q2,Q3,Q4,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q1,Q1,Q1,Q3,Q1,Q2,Q2,Q1,Q2,Q2,Q1
2016-01-06,17.01,16.629999,Q2,Q2,Q2,Q2,Q4,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q3,Q4,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q1,Q1,Q1,Q2,Q1,Q2,Q3,Q1,Q2,Q2,Q1
2016-01-07,16.530001,16.02,Q2,Q2,Q1,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q1,Q2,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q3,Q3,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q1,Q2,Q1,Q1
2016-01-08,16.0,16.219999,Q2,Q2,Q2,Q2,Q4,Q2,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q3,Q1,Q2,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q3,Q3,Q1,Q2,Q1,Q2,Q2,Q1,Q4,Q4,Q3,Q1,Q1
2016-01-11,15.9,15.71,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q2,Q3,Q3,Q2,Q2,Q3,Q3,Q3,Q3,Q1,Q1,Q1,Q1,Q2,Q1,Q4,Q1,Q3,Q1,Q1
2016-01-12,15.93,15.58,Q1,Q1,Q1,Q1,Q3,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q2,Q3,Q3,Q2,Q2,Q3,Q3,Q3,Q3,Q2,Q1,Q1,Q1,Q2,Q1,Q4,Q2,Q3,Q1,Q1
2016-01-13,15.83,15.89,Q1,Q1,Q1,Q1,Q3,Q2,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q3,Q2,Q2,Q2,Q4,Q2,Q2,Q2,Q2,Q1,Q1,Q3,Q1,Q4,Q4,Q3,Q1,Q2
2016-01-14,15.41,15.58,Q1,Q1,Q1,Q1,Q3,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q3,Q1,Q2,Q2,Q4,Q2,Q2,Q2,Q1,Q1,Q1,Q3,Q1,Q4,Q1,Q3,Q1,Q1
2016-01-15,15.9,15.41,Q1,Q1,Q1,Q1,Q4,Q2,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,Q1,Q1,Q2,Q4,Q2,Q2,Q3,Q1,Q1,Q1,Q3,Q1,Q4,Q2,Q3,Q1,Q1
2016-01-18,15.15,15.96,Q1,Q1,Q1,Q1,Q4,Q3,Q3,Q2,Q2,Q1,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q3,Q2,Q2,Q4,Q2,Q2,Q1,Q3,Q1,Q4,Q4,Q3,Q2,Q2
2016-01-19,15.95,16.1,Q2,Q1,Q1,Q2,Q2,Q3,Q3,Q2,Q2,Q1,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q3,Q1,Q2,Q4,Q2,Q2,Q1,Q4,Q1,Q3,Q3,Q3,Q2,Q2
2016-01-20,15.94,15.15,Q2,Q1,Q1,Q1,Q4,Q2,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q3,Q1,Q2,Q4,Q1,Q2,Q1,Q4,Q1,Q3,Q1,Q4,Q1,Q1
2016-01-21,15.38,15.23,Q1,Q1,Q1,Q1,Q4,Q2,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q2,Q4,Q1,Q2,Q1,Q4,Q1,Q3,Q3,Q4,Q1,Q2
2016-01-22,15.49,15.65,Q1,Q1,Q1,Q1,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q2,Q4,Q2,Q2,Q1,Q4,Q1,Q3,Q4,Q4,Q2,Q2
2016-01-25,15.9,16.190001,Q1,Q2,Q2,Q2,Q4,Q4,Q2,Q3,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q1,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q2,Q4,Q3,Q3,Q2,Q4,Q2,Q2,Q4,Q4,Q3,Q3
2016-01-26,15.81,15.92,Q1,Q1,Q2,Q1,Q2,Q3,Q2,Q3,Q3,Q2,Q2,Q2,Q2,Q1,Q3,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q2,Q2,Q2,Q4,Q2,Q2,Q1,Q4,Q2,Q2
2016-01-27,16.09,15.99,Q2,Q2,Q2,Q1,Q2,Q3,Q4,Q2,Q3,Q3,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q3,Q3,Q2,Q4,Q2,Q1,Q3,Q4,Q3,Q3
2016-01-28,15.92,16.18,Q1,Q2,Q2,Q2,Q3,Q2,Q4,Q3,Q3,Q3,Q4,Q3,Q2,Q1,Q4,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q4,Q3,Q2,Q4,Q2,Q2,Q3,Q4,Q3,Q3
2016-01-29,16.09,16.92,Q2,Q2,Q2,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q1,Q4,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q1,Q4,Q4,Q4,Q3,Q4,Q3,Q1,Q4,Q4,Q4,Q4
2016-01-30,17.469999,17.469999,Q3,Q3,Q3,Q3,Q1,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q3,Q2,Q4,Q2,Q1,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q1,Q4,Q4,Q4,Q3,Q4,Q4,Q1,Q4,Q4,Q4,Q4
2016-02-01,17.389999,17.27,Q3,Q3,Q3,Q3,Q2,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q2,Q4,Q2,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q1,Q4,Q4,Q4,Q3,Q4,Q4,Q1,Q1,Q4,Q4,Q4
2016-02-02,17.129999,17.200001,Q3,Q3,Q3,Q3,Q1,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q2,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q1,Q3,Q4,Q4,Q2,Q3,Q4,Q1,Q2,Q4,Q4,Q4
2016-02-03,17.0,16.969999,Q2,Q2,Q2,Q2,Q2,Q1,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q2,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q1,Q3,Q3,Q4,Q2,Q3,Q4,Q1,Q1,Q3,Q4,Q4
2016-02-15,16.68,17.030001,Q2,Q2,Q2,Q2,Q1,Q1,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q2,Q1,Q1,Q2,Q2,Q2,Q1,Q2,Q1,Q2,Q4,Q4,Q2,Q3,Q4,Q1,Q3,Q3,Q4,Q4
2016-02-16,17.059999,17.75,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q1,Q1,Q1,Q3,Q4,Q4,Q3,Q3,Q4,Q1,Q4,Q2,Q4,Q4
2016-02-17,17.799999,17.610001,Q3,Q3,Q3,Q3,Q1,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q1,Q1,Q1,Q2,Q4,Q4,Q3,Q3,Q4,Q1,Q2,Q2,Q4,Q4
2016-02-18,17.940001,18.02,Q4,Q4,Q4,Q4,Q2,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q2,Q1,Q3,Q3,Q2,Q2,Q1,Q2,Q2,Q4,Q4,Q3,Q3,Q4,Q1,Q4,Q2,Q4,Q4
2016-02-19,17.940001,18.1,Q4,Q4,Q4,Q4,Q1,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q1,Q4,Q3,Q2,Q2,Q2,Q2,Q2,Q4,Q4,Q3,Q2,Q4,Q1,Q3,Q2,Q4,Q4
2016-02-22,18.1,18.120001,Q1,Q1,Q1,Q1,Q4,Q4,Q4,Q3,Q4,Q3,Q3,Q4,Q2,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q4,Q1,Q2,Q4,Q2,Q3,Q4,Q4,Q4
2016-02-23,18.200001,18.059999,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q4,Q3,Q4,Q3,Q4,Q2,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q3,Q1,Q2,Q4,Q1,Q2,Q4,Q4,Q3
2016-02-24,18.09,17.82,Q1,Q1,Q1,Q1,Q4,Q1,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q3,Q1,Q2,Q4,Q2,Q1,Q4,Q3,Q2
2016-02-25,17.969999,18.299999,Q1,Q1,Q1,Q1,Q4,Q3,Q3,Q3,Q3,Q3,Q4,Q3,Q2,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q3,Q1,Q3,Q4,Q2,Q4,Q4,Q4,Q4
2016-02-26,18.4,18.379999,Q1,Q1,Q1,Q1,Q2,Q3,Q3,Q3,Q4,Q3,Q4,Q3,Q2,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q3,Q1,Q3,Q3,Q2,Q3,Q4,Q3,Q3
2016-03-01,18.360001,18.799999,Q1,Q1,Q1,Q1,Q4,Q4,Q3,Q3,Q4,Q3,Q4,Q4,Q3,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q4,Q1,Q3,Q3,Q2,Q4,Q4,Q4,Q4
2016-03-02,19.1,19.049999,Q1,Q1,Q1,Q1,Q3,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q4,Q1,Q3,Q3,Q1,Q4,Q4,Q4,Q4
2016-03-03,19.030001,19.35,Q1,Q2,Q2,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q4,Q1,Q3,Q4,Q1,Q4,Q4,Q4,Q4
2016-03-04,19.35,19.48,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q4,Q2,Q3,Q4,Q1,Q3,Q4,Q4,Q4
2016-03-07,19.5,19.48,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q4,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q4,Q4,Q2,Q3,Q4,Q1,Q2,Q4,Q4,Q4
2016-03-08,19.450001,19.48,Q2,Q2,Q2,Q2,Q2,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q4,Q2,Q4,Q4,Q1,Q2,Q3,Q4,Q4
2016-03-10,19.459999,19.58,Q2,Q2,Q3,Q3,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q4,Q3,Q2,Q4,Q3,Q1,Q3,Q3,Q3,Q3
2016-03-11,19.540001,19.889999,Q3,Q3,Q3,Q3,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q3,Q2,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q1,Q4,Q4,Q3,Q4,Q3,Q1,Q4,Q3,Q4,Q4
2016-03-14,20.0,20.139999,Q3,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q2,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q1,Q4,Q4,Q3,Q4,Q4,Q1,Q4,Q3,Q4,Q4
2016-03-15,20.139999,19.370001,Q4,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q2,Q4,Q4,Q4,Q3,Q3,Q2,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q3,Q3,Q4,Q3,Q2,Q1,Q3,Q3,Q2
2016-03-16,19.51,19.74,Q2,Q3,Q3,Q3,Q1,Q2,Q2,Q2,Q3,Q4,Q3,Q3,Q4,Q4,Q3,Q3,Q3,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q1,Q3,Q3,Q3,Q4,Q3,Q2,Q4,Q3,Q3,Q3
2016-03-17,20.200001,20.030001,Q4,Q4,Q4,Q4,Q4,Q2,Q2,Q3,Q3,Q3,Q3,Q3,Q4,Q4,Q3,Q3,Q3,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q4,Q1,Q4,Q3,Q3,Q3
2016-03-18,20.09,20.4,Q4,Q4,Q4,Q4,Q2,Q4,Q2,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q3,Q4,Q3,Q2,Q2,Q4,Q3,Q2,Q3,Q2,Q2,Q2,Q4,Q4,Q4,Q4,Q4,Q1,Q4,Q3,Q4,Q4
2016-03-21,20.530001,20.35,Q4,Q4,Q4,Q4,Q1,Q4,Q2,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q2,Q2,Q4,Q4,Q2,Q4,Q2,Q2,Q1,Q4,Q4,Q4,Q4,Q4,Q2,Q2,Q2,Q3,Q4
2016-03-22,20.25,20.15,Q4,Q4,Q4,Q4,Q1,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q2,Q2,Q4,Q4,Q2,Q4,Q2,Q2,Q1,Q3,Q3,Q4,Q4,Q3,Q2,Q1,Q2,Q3,Q3
2016-03-23,20.129999,20.15,Q4,Q4,Q4,Q4,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q3,Q4,Q4,Q3,Q4,Q4,Q2,Q2,Q4,Q4,Q2,Q4,Q2,Q2,Q1,Q2,Q3,Q4,Q4,Q3,Q2,Q2,Q2,Q3,Q2
2016-03-24,20.09,20.18,Q4,Q4,Q4,Q4,Q1,Q1,Q2,Q4,Q2,Q3,Q3,Q3,Q3,Q4,Q3,Q4,Q4,Q3,Q2,Q4,Q4,Q2,Q4,Q2,Q3,Q2,Q3,Q2,Q4,Q3,Q3,Q3,Q3,Q2,Q3,Q2
2016-03-25,20.290001,20.0,Q4,Q4,Q4,Q4,Q1,Q1,Q1,Q3,Q2,Q2,Q2,Q2,Q3,Q4,Q2,Q4,Q4,Q3,Q2,Q4,Q4,Q2,Q4,Q3,Q3,Q1,Q2,Q2,Q4,Q3,Q2,Q3,Q2,Q2,Q2,Q2
2016-03-28,20.0,20.0,Q3,Q3,Q4,Q4,Q1,Q1,Q1,Q2,Q1,Q2,Q2,Q2,Q3,Q4,Q2,Q4,Q4,Q3,Q3,Q4,Q4,Q3,Q3,Q4,Q3,Q1,Q2,Q2,Q4,Q3,Q2,Q3,Q2,Q1,Q2,Q2
2016-03-29,19.98,19.66,Q3,Q3,Q3,Q3,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q3,Q4,Q1,Q4,Q4,Q4,Q3,Q4,Q4,Q3,Q3,Q4,Q4,Q2,Q1,Q2,Q3,Q3,Q2,Q3,Q1,Q1,Q2,Q1
