Date,Open,Close,open_bin,high_bin,low_bin,close_bin,volume_bin,rsi_3_bin,rsi_5_bin,rsi_7_bin,rsi_10_bin,rsi_14_bin,stoch_k_bin,stoch_d_bin,macd_bin,macd_signal_bin,macd_hist_bin,sma_5_bin,sma_10_bin,sma_20_bin,sma_50_bin,ema_5_bin,ema_12_bin,ema_26_bin,bb_upper_bin,bb_lower_bin,bb_middle_bin,atr_14_bin,williams_r_bin,cci_20_bin,obv_bin,adx_bin,di_plus_bin,di_minus_bin,price_change_pct_bin,volume_sma_20_bin,price_sma_20_diff_bin,price_ema_12_diff_bin
2020-03-09,45.759998,44.369999,Q4,Q4,Q4,Q4,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q2,Q2,Q3,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q2,Q1,Q1,Q2,Q1,Q2,Q3,Q1,Q1,Q1,Q1
2020-03-10,43.790001,44.720001,Q4,Q4,Q4,Q4,Q1,Q1,Q1,Q2,Q2,Q2,Q1,Q1,Q2,Q3,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q2,Q1,Q1,Q3,Q1,Q1,Q4,Q3,Q1,Q2,Q2
2020-03-11,44.709999,43.419998,Q4,Q4,Q4,Q4,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q2,Q3,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q1,Q1,Q2,Q1,Q1,Q3,Q1,Q1,Q1,Q1
2020-03-12,42.830002,39.43,Q4,Q3,Q2,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q1,Q1,Q2,Q2,Q1,Q4,Q1,Q1,Q1,Q1
2020-03-13,34.43,37.639999,Q1,Q2,Q1,Q2,Q4,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q2,Q1,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q1,Q2,Q2,Q1,Q4,Q1,Q1,Q1,Q1
2020-03-16,37.029999,34.630001,Q2,Q2,Q2,Q2,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q3,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q4,Q3,Q1,Q1,Q1,Q3,Q1,Q4,Q1,Q1,Q1,Q1
2020-03-17,33.099998,32.880001,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q3,Q4,Q4,Q2,Q3,Q4,Q4,Q3,Q4,Q3,Q1,Q1,Q1,Q3,Q1,Q4,Q1,Q1,Q1,Q1
2020-03-18,32.860001,30.66,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q3,Q3,Q3,Q1,Q3,Q3,Q4,Q3,Q3,Q3,Q1,Q1,Q1,Q4,Q1,Q4,Q1,Q2,Q1,Q1
2020-03-19,29.299999,26.4,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q3,Q3,Q1,Q2,Q3,Q4,Q2,Q3,Q4,Q1,Q1,Q1,Q4,Q1,Q4,Q1,Q2,Q1,Q1
2020-03-20,28.4,30.450001,Q1,Q1,Q1,Q1,Q4,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q3,Q1,Q2,Q3,Q4,Q2,Q3,Q4,Q1,Q1,Q1,Q4,Q1,Q4,Q4,Q2,Q1,Q1
2020-03-23,27.610001,28.25,Q1,Q1,Q1,Q1,Q4,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q1,Q1,Q3,Q4,Q1,Q3,Q4,Q1,Q2,Q1,Q4,Q1,Q4,Q1,Q2,Q1,Q1
2020-03-24,30.700001,31.4,Q1,Q1,Q1,Q1,Q4,Q3,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q1,Q1,Q3,Q4,Q1,Q3,Q4,Q1,Q2,Q1,Q4,Q1,Q4,Q4,Q2,Q1,Q1
2020-03-25,33.5,33.41,Q1,Q1,Q1,Q1,Q4,Q3,Q3,Q2,Q2,Q1,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q3,Q3,Q1,Q1,Q2,Q4,Q1,Q3,Q4,Q2,Q2,Q1,Q4,Q2,Q4,Q4,Q3,Q1,Q2
2020-03-26,34.099998,34.299999,Q1,Q1,Q1,Q1,Q4,Q4,Q3,Q2,Q2,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q3,Q1,Q1,Q2,Q4,Q1,Q2,Q4,Q2,Q2,Q2,Q4,Q2,Q4,Q4,Q3,Q2,Q2
2020-03-27,35.849998,33.990002,Q2,Q2,Q2,Q1,Q4,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q3,Q1,Q1,Q2,Q3,Q1,Q2,Q4,Q2,Q2,Q1,Q4,Q2,Q3,Q2,Q3,Q2,Q2
2020-03-30,32.490002,33.700001,Q1,Q1,Q1,Q1,Q4,Q2,Q4,Q3,Q2,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q3,Q1,Q1,Q2,Q3,Q1,Q2,Q4,Q2,Q2,Q1,Q4,Q2,Q3,Q2,Q3,Q2,Q2
2020-03-31,34.599998,33.939999,Q1,Q1,Q1,Q1,Q3,Q2,Q4,Q3,Q2,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q2,Q3,Q1,Q1,Q1,Q3,Q1,Q2,Q4,Q2,Q2,Q1,Q4,Q2,Q3,Q3,Q4,Q2,Q2
2020-04-01,34.040001,33.970001,Q1,Q1,Q1,Q1,Q2,Q2,Q3,Q4,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q3,Q1,Q1,Q4,Q3,Q2,Q1,Q4,Q2,Q3,Q2,Q4,Q2,Q2
2020-04-06,34.900002,35.310001,Q2,Q1,Q2,Q2,Q3,Q4,Q3,Q4,Q4,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q4,Q3,Q2,Q2,Q4,Q2,Q2,Q4,Q4,Q2,Q3
2020-04-07,36.59,36.639999,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q4,Q3,Q4,Q3,Q2,Q1,Q4,Q1,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q4,Q4,Q3,Q2,Q3,Q3,Q2,Q4,Q4,Q3,Q4
2020-04-08,36.549999,37.830002,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q2,Q1,Q4,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q3,Q4,Q3,Q3,Q3,Q3,Q2,Q4,Q4,Q4,Q4
2020-04-09,38.0,37.43,Q2,Q2,Q2,Q2,Q3,Q3,Q4,Q4,Q4,Q3,Q4,Q4,Q2,Q2,Q4,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q3,Q4,Q3,Q2,Q2,Q3,Q2,Q2,Q4,Q3,Q4
2020-04-10,37.220001,37.759998,Q2,Q2,Q2,Q2,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q2,Q4,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q3,Q4,Q3,Q2,Q2,Q3,Q1,Q3,Q4,Q4,Q3
2020-04-13,37.389999,37.27,Q2,Q2,Q2,Q2,Q1,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q2,Q2,Q4,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q3,Q4,Q3,Q2,Q2,Q3,Q1,Q2,Q4,Q4,Q3
2020-04-14,37.630001,39.529999,Q2,Q2,Q2,Q3,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q3,Q4,Q4,Q3,Q1,Q4,Q1,Q4,Q4,Q4,Q4
2020-04-15,39.720001,39.869999,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q2,Q4,Q4,Q3,Q2,Q4,Q1,Q3,Q4,Q4,Q4
2020-04-16,39.0,39.759998,Q2,Q2,Q3,Q3,Q2,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q4,Q4,Q3,Q1,Q3,Q1,Q2,Q4,Q4,Q4
2020-04-17,41.709999,41.549999,Q3,Q3,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q2,Q2,Q1,Q2,Q3,Q2,Q1,Q1,Q2,Q1,Q2,Q4,Q4,Q4,Q2,Q4,Q1,Q4,Q4,Q4,Q4
2020-04-20,41.529999,41.279999,Q3,Q3,Q3,Q3,Q1,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q4,Q3,Q2,Q1,Q2,Q3,Q2,Q2,Q1,Q2,Q1,Q1,Q4,Q4,Q4,Q2,Q4,Q1,Q2,Q3,Q4,Q4
2020-04-21,40.799999,38.799999,Q3,Q3,Q2,Q2,Q4,Q2,Q2,Q2,Q3,Q4,Q2,Q3,Q3,Q3,Q4,Q3,Q2,Q2,Q2,Q3,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q3,Q2,Q2,Q4,Q1,Q1,Q3,Q3,Q2
2020-04-22,38.310001,39.07,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q3,Q3,Q4,Q3,Q3,Q4,Q3,Q4,Q3,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q2,Q2,Q1,Q3,Q3,Q3,Q2,Q3,Q2,Q3,Q3,Q3,Q3
2020-04-23,39.459999,39.66,Q3,Q3,Q3,Q3,Q3,Q2,Q2,Q2,Q3,Q4,Q3,Q3,Q4,Q4,Q3,Q3,Q2,Q2,Q1,Q3,Q2,Q2,Q1,Q2,Q2,Q2,Q3,Q3,Q4,Q2,Q4,Q1,Q3,Q3,Q3,Q3
2020-04-24,39.25,39.43,Q2,Q2,Q3,Q2,Q1,Q3,Q1,Q2,Q3,Q3,Q2,Q2,Q4,Q4,Q3,Q2,Q3,Q2,Q1,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q3,Q3,Q3,Q4,Q2,Q2,Q3,Q3,Q3
2020-04-27,40.439999,41.57,Q3,Q3,Q3,Q3,Q3,Q4,Q2,Q3,Q3,Q3,Q3,Q3,Q4,Q4,Q3,Q2,Q3,Q2,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q2,Q3,Q4,Q4,Q3,Q4,Q1,Q4,Q3,Q4,Q4
2020-04-28,41.799999,41.82,Q3,Q3,Q3,Q3,Q1,Q3,Q4,Q2,Q3,Q3,Q3,Q3,Q4,Q4,Q3,Q3,Q3,Q2,Q1,Q3,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q4,Q4,Q3,Q3,Q2,Q2,Q3,Q4,Q4
2020-04-29,42.119999,42.959999,Q3,Q3,Q3,Q4,Q2,Q4,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q3,Q2,Q1,Q3,Q3,Q2,Q2,Q3,Q2,Q1,Q4,Q4,Q4,Q3,Q4,Q1,Q4,Q2,Q4,Q4
2020-04-30,43.650002,44.689999,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q3,Q2,Q1,Q3,Q3,Q3,Q2,Q3,Q2,Q2,Q4,Q4,Q4,Q3,Q4,Q1,Q4,Q2,Q4,Q4
2020-05-04,41.610001,42.18,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q3,Q3,Q4,Q4,Q4,Q3,Q3,Q3,Q3,Q1,Q3,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q4,Q3,Q4,Q2,Q1,Q2,Q3,Q3
2020-05-05,42.799999,42.740002,Q3,Q4,Q4,Q3,Q2,Q2,Q3,Q3,Q2,Q3,Q3,Q3,Q4,Q4,Q3,Q3,Q3,Q3,Q1,Q3,Q3,Q3,Q2,Q3,Q3,Q2,Q3,Q4,Q4,Q3,Q4,Q2,Q3,Q2,Q3,Q3
2020-05-06,42.57,42.82,Q3,Q3,Q3,Q3,Q2,Q1,Q3,Q3,Q3,Q3,Q3,Q3,Q4,Q4,Q3,Q4,Q3,Q3,Q1,Q4,Q3,Q3,Q2,Q3,Q3,Q2,Q3,Q3,Q4,Q2,Q3,Q2,Q2,Q2,Q3,Q3
2020-05-07,42.900002,43.619999,Q4,Q4,Q4,Q4,Q2,Q4,Q2,Q3,Q4,Q3,Q3,Q3,Q4,Q4,Q2,Q4,Q3,Q3,Q1,Q4,Q3,Q3,Q2,Q3,Q3,Q2,Q3,Q4,Q4,Q1,Q3,Q2,Q3,Q2,Q3,Q3
2020-05-08,44.5,44.0,Q4,Q4,Q4,Q4,Q2,Q4,Q2,Q3,Q3,Q3,Q3,Q3,Q4,Q4,Q2,Q4,Q4,Q3,Q1,Q4,Q4,Q3,Q2,Q4,Q3,Q2,Q3,Q4,Q4,Q1,Q3,Q2,Q3,Q2,Q3,Q3
2020-05-11,44.830002,44.869999,Q2,Q1,Q2,Q1,Q3,Q4,Q4,Q2,Q3,Q2,Q4,Q3,Q2,Q1,Q4,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q4,Q3,Q1,Q4,Q3,Q4,Q4,Q4,Q3,Q3
2020-05-12,44.130001,43.790001,Q1,Q1,Q1,Q1,Q4,Q3,Q3,Q1,Q2,Q3,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q2,Q2,Q1,Q3,Q4,Q3,Q1,Q4,Q2,Q2
2020-05-13,43.380001,44.200001,Q1,Q1,Q1,Q1,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q3,Q2,Q2,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q3,Q2,Q1,Q3,Q4,Q2,Q3,Q4,Q2,Q2
2020-05-14,43.669998,42.849998,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q2,Q1,Q2,Q2,Q2,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q3,Q1,Q1,Q1,Q3,Q3,Q3,Q1,Q4,Q1,Q1
2020-05-15,43.59,43.360001,Q1,Q1,Q1,Q1,Q4,Q2,Q1,Q2,Q1,Q2,Q1,Q1,Q2,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q4,Q1,Q1,Q1,Q3,Q3,Q3,Q3,Q4,Q1,Q1
2020-05-18,43.049999,42.889999,Q1,Q1,Q1,Q1,Q4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q3,Q2,Q4,Q1,Q4,Q1,Q1
2020-05-19,44.299999,43.82,Q1,Q1,Q1,Q1,Q4,Q4,Q2,Q1,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q3,Q1,Q1,Q1,Q3,Q2,Q3,Q4,Q4,Q1,Q1
2020-05-20,44.200001,44.0,Q1,Q1,Q1,Q1,Q3,Q3,Q2,Q1,Q2,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q2,Q4,Q2,Q4,Q1,Q1
2020-05-21,44.43,44.900002,Q1,Q1,Q2,Q2,Q3,Q4,Q4,Q2,Q2,Q1,Q3,Q1,Q1,Q2,Q2,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q2,Q3,Q3,Q2,Q2,Q1,Q4,Q4,Q4,Q2,Q3
2020-05-22,44.32,43.02,Q1,Q1,Q1,Q1,Q4,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q3,Q1,Q4,Q1,Q1
2020-05-25,43.450001,43.849998,Q1,Q1,Q1,Q1,Q4,Q2,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q4,Q3,Q4,Q1,Q1
2020-05-26,44.400002,45.040001,Q1,Q2,Q1,Q2,Q4,Q3,Q3,Q2,Q1,Q2,Q3,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q1,Q1,Q3,Q3,Q2,Q1,Q2,Q3,Q4,Q4,Q2,Q2
2020-05-27,45.080002,44.869999,Q2,Q2,Q2,Q1,Q3,Q4,Q2,Q3,Q1,Q1,Q2,Q2,Q1,Q1,Q2,Q2,Q1,Q2,Q1,Q2,Q2,Q2,Q1,Q2,Q2,Q1,Q2,Q3,Q2,Q1,Q1,Q4,Q1,Q3,Q1,Q2
2020-05-28,45.43,44.310001,Q2,Q2,Q1,Q1,Q3,Q3,Q2,Q2,Q2,Q1,Q1,Q2,Q1,Q1,Q1,Q2,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q2,Q2,Q2,Q1,Q2,Q1,Q1,Q1,Q4,Q1,Q3,Q1,Q1
2020-05-29,43.849998,44.669998,Q1,Q1,Q1,Q1,Q1,Q2,Q3,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q3,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q4,Q2,Q3,Q1,Q1
2020-06-01,45.049999,45.560001,Q2,Q2,Q2,Q2,Q3,Q3,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q3,Q2,Q1,Q3,Q3,Q2,Q1,Q1,Q3,Q4,Q3,Q2,Q2
2020-06-02,45.790001,45.950001,Q2,Q2,Q2,Q2,Q2,Q4,Q3,Q4,Q2,Q2,Q3,Q3,Q1,Q1,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q3,Q2,Q1,Q3,Q4,Q2,Q1,Q1,Q3,Q3,Q3,Q2,Q3
2020-06-03,46.950001,47.509998,Q2,Q2,Q2,Q2,Q2,Q4,Q4,Q4,Q3,Q3,Q4,Q4,Q2,Q1,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q4,Q4,Q2,Q1,Q2,Q2,Q4,Q3,Q3,Q4
2020-06-04,48.450001,48.150002,Q2,Q2,Q2,Q2,Q2,Q4,Q4,Q4,Q3,Q3,Q4,Q4,Q2,Q1,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q4,Q4,Q2,Q1,Q3,Q2,Q3,Q3,Q3,Q4
2020-06-05,48.310001,49.049999,Q2,Q2,Q2,Q2,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q2,Q4,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q4,Q4,Q2,Q1,Q3,Q2,Q3,Q3,Q4,Q4
2020-06-08,49.799999,49.950001,Q3,Q3,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q4,Q4,Q3,Q1,Q4,Q2,Q3,Q3,Q4,Q4
2020-06-09,50.150002,50.25,Q3,Q3,Q3,Q3,Q1,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q1,Q4,Q4,Q3,Q1,Q4,Q2,Q2,Q3,Q4,Q4
2020-06-10,50.299999,51.150002,Q3,Q3,Q3,Q3,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q4,Q3,Q2,Q2,Q2,Q3,Q2,Q2,Q2,Q1,Q2,Q1,Q4,Q3,Q3,Q2,Q4,Q2,Q3,Q3,Q4,Q4
2020-06-11,51.099998,49.200001,Q3,Q3,Q3,Q2,Q4,Q2,Q2,Q3,Q3,Q3,Q2,Q3,Q4,Q3,Q4,Q3,Q2,Q2,Q2,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q3,Q2,Q4,Q1,Q1,Q3,Q3,Q2
2020-06-12,47.66,48.490002,Q2,Q2,Q2,Q2,Q4,Q2,Q2,Q2,Q3,Q3,Q1,Q2,Q3,Q4,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q3,Q2,Q1,Q1,Q2,Q2,Q3,Q3,Q1,Q2,Q2,Q1
2020-06-15,48.290001,47.23,Q2,Q2,Q2,Q2,Q3,Q1,Q1,Q1,Q2,Q2,Q1,Q1,Q3,Q4,Q2,Q3,Q3,Q3,Q3,Q2,Q2,Q3,Q3,Q2,Q3,Q2,Q1,Q1,Q2,Q2,Q2,Q3,Q1,Q2,Q1,Q1
2020-06-16,48.66,49.52,Q2,Q2,Q2,Q2,Q4,Q3,Q2,Q1,Q3,Q2,Q2,Q1,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q3,Q2,Q3,Q4,Q2,Q2,Q2,Q3,Q2,Q3,Q4,Q2,Q3,Q3
2020-06-17,49.669998,49.599998,Q2,Q2,Q2,Q3,Q2,Q3,Q1,Q1,Q2,Q3,Q2,Q1,Q3,Q3,Q2,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q1,Q2,Q3,Q3,Q2,Q2,Q2,Q3,Q2
2020-06-18,49.860001,49.919998,Q3,Q3,Q3,Q3,Q2,Q4,Q2,Q1,Q2,Q3,Q2,Q2,Q3,Q3,Q2,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q2,Q3,Q3,Q3,Q1,Q2,Q2,Q3,Q2
2020-06-19,50.049999,50.0,Q3,Q3,Q3,Q3,Q1,Q4,Q3,Q1,Q1,Q3,Q2,Q2,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q2,Q2,Q3,Q4,Q2,Q2,Q2,Q2,Q2,Q2
2020-06-22,49.869999,50.150002,Q3,Q3,Q3,Q3,Q2,Q4,Q4,Q2,Q1,Q2,Q2,Q2,Q3,Q3,Q1,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q2,Q3,Q4,Q2,Q1,Q2,Q2,Q2,Q2
2020-06-23,50.950001,50.5,Q3,Q3,Q3,Q3,Q1,Q4,Q4,Q3,Q1,Q2,Q2,Q2,Q2,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q2,Q2,Q3,Q4,Q2,Q2,Q2,Q2,Q2,Q2
2020-06-24,51.150002,51.049999,Q3,Q3,Q3,Q3,Q1,Q4,Q4,Q4,Q1,Q2,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q4,Q3,Q3,Q3,Q3,Q2,Q3,Q4,Q2,Q2,Q3,Q2,Q3,Q3
2020-06-29,50.099998,49.709999,Q3,Q3,Q3,Q3,Q3,Q2,Q2,Q1,Q1,Q1,Q1,Q2,Q2,Q3,Q1,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q1,Q1,Q3,Q4,Q1,Q4,Q1,Q1,Q1,Q1
2020-06-30,50.450001,50.799999,Q3,Q3,Q3,Q3,Q1,Q3,Q2,Q3,Q2,Q1,Q3,Q2,Q2,Q3,Q1,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q4,Q3,Q3,Q3,Q2,Q3,Q3,Q1,Q4,Q4,Q1,Q2,Q2
2020-07-01,50.950001,51.5,Q3,Q3,Q3,Q3,Q2,Q3,Q3,Q3,Q3,Q1,Q3,Q2,Q2,Q2,Q1,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q3,Q4,Q3,Q4,Q3,Q3,Q3,Q2,Q1,Q4,Q3,Q1,Q2,Q3
2020-07-02,51.799999,52.75,Q4,Q4,Q4,Q4,Q2,Q4,Q3,Q3,Q3,Q1,Q4,Q4,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q1,Q4,Q4,Q1,Q3,Q3
2020-07-03,53.450001,53.900002,Q4,Q4,Q4,Q4,Q1,Q4,Q3,Q3,Q4,Q3,Q4,Q4,Q3,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q2,Q2,Q3,Q4,Q1,Q3,Q4
2020-07-06,54.75,55.950001,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q2,Q3,Q1,Q4,Q1,Q4,Q4
2020-07-07,56.799999,55.950001,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q2,Q4,Q4,Q2,Q4,Q1,Q2,Q2,Q4,Q4
2020-07-08,55.900002,56.700001,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q3,Q4,Q4,Q3,Q4,Q1,Q3,Q2,Q4,Q4
2020-07-09,57.400002,57.0,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q2,Q3,Q4,Q4,Q3,Q4,Q1,Q2,Q1,Q4,Q4
2020-07-10,57.099998,55.700001,Q4,Q4,Q4,Q4,Q2,Q2,Q3,Q3,Q3,Q3,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q4,Q2,Q2,Q3,Q4,Q4,Q4,Q1,Q1,Q2,Q4,Q3
