Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI_3,RSI_5,RSI_7,RSI_10,RSI_14,%K,%D,MACD,MACD_Signal,MACD_Histogram,SMA_5,SMA_10,SMA_20,SMA_50,EMA_5,EMA_12,EMA_26,BB_Upper,BB_Lower,BB_Middle,ATR_14,Williams_R,CCI_20,OBV,ADX,DI_Plus,DI_Minus,Price_Change_Pct,Volume_SMA_20,Price_SMA_20_Diff,Price_EMA_12_Diff
2015-10-12,16.262501,16.475,16.262501,11.893225,69862572.0,0,0,,,,,,,,0.0,0.0,0.0,,,,,11.893225,11.893225,11.893225,,,,,,,0.0,,,,,,,0.0
2015-10-13,16.4,16.4125,16.2875,11.847864,29959156.0,0,0,,,,,,,,-0.003618541310540735,-0.000723708262108147,-0.002894833048432588,,,,,11.878104666666667,11.886246384615385,11.889864925925925,,,,,,,-29959156.0,,,,-0.38140201669437657,,,-0.038382384615385234
2015-10-14,16.325001,16.325001,16.237499,11.802503,28543832.0,0,0,0.0,,,,,,,-0.010030885171385506,-0.002585143643963619,-0.007445741527421888,,,,,11.852904111111112,11.873362786982248,11.883393672153634,,,,,,,-58502988.0,,,,-0.38286226107929755,,,-0.07085978698224871
2015-10-15,16.4125,16.5875,16.4125,11.974868,57431960.0,0,0,65.51635010471847,,,,,,,-0.0011905746900371383,-0.002306229853178323,0.0011156551631411847,,,,,11.893558740740742,11.888978973600365,11.890169548290402,,,,,,,-1071028.0,,,,1.4604105586755622,,,0.08588902639963614
2015-10-16,16.487499,16.5,16.4,11.929509,32757704.0,0,0,65.51684816694211,55.88174267132658,,,,,,0.002130780526860221,-0.0014188277771706142,0.0035496083040308353,11.8895938,,,,11.905542160493829,11.895214362277232,11.893083581750371,,,,,,,-33828732.0,,,,-0.37878496865269007,,,0.03429463772276797
2015-10-19,16.5,16.549999,16.424999,11.965795,29644636.0,0,0,82.14282902247912,60.525567687362965,,,,,,0.007603309195063801,0.00038559961727626887,0.007217709577787532,11.9041078,,,,11.92562644032922,11.906072921926889,11.898469612731825,,,,,,,-4184096.0,,,,0.30417010457011173,,,0.05972207807311136
2015-10-20,16.5,16.525,16.450001,11.965795,18107092.0,0,0,44.44362790127958,69.69646358531713,60.525567687362965,,,,,0.01180425548274222,0.0026693307903694593,0.009134924692372762,11.927693999999999,,,,11.93901596021948,11.915260933938136,11.903456678455393,,,,,,,-4184096.0,,,,0.0,,,0.05053406606186428
2015-10-21,16.525,16.5375,16.35,11.884151,45993828.0,0,0,30.76910031374554,62.16252450440017,48.93591571758261,,,,,0.008448162055907815,0.0038250970434771307,0.004623065012430684,11.9440236,,,,11.920727640146321,11.910474790255346,11.902026628199438,,,,,,,-50177924.0,,,,-0.6823115388488676,,,-0.026323790255347035
2015-10-22,16.325001,16.4,16.3125,11.884151,32264944.0,0,0,0.0,22.221950039500484,54.76188601498621,,,,,0.0057224687778365535,0.004204571390349015,0.0015178973874875384,11.9258802,,,,11.908535426764214,11.906424976369909,11.900702507592072,,,,,,,-50177924.0,,,,0.0,,,-0.022273976369909576
2015-10-23,16.549999,16.625,16.4625,11.956724,82751032.0,0,0,47.05901424615949,57.14293213230232,68.88912296344905,56.363275605322364,,,,0.0093110399271783,0.005225865097714872,0.004085174829463427,11.9313232,11.9104585,,,11.924598284509477,11.914163287697615,11.904852247770437,,,,,,,32573108.0,,,,0.6106704635442606,,,0.04256071230238412
