Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI_3,RSI_5,RSI_7,RSI_10,RSI_14,%K,%D,MACD,MACD_Signal,MACD_Histogram,SMA_5,SMA_10,SMA_20,SMA_50,EMA_5,EMA_12,EMA_26,BB_Upper,BB_Lower,BB_Middle,ATR_14,Williams_R,CCI_20,OBV,ADX,DI_Plus,DI_Minus,Price_Change_Pct,Volume_SMA_20,Price_SMA_20_Diff,Price_EMA_12_Diff,window_id,window_start,window_end,window_weeks,open_bin,high_bin,low_bin,close_bin,volume_bin,rsi_3_bin,rsi_5_bin,rsi_7_bin,rsi_10_bin,rsi_14_bin,stoch_k_bin,stoch_d_bin,macd_bin,macd_signal_bin,macd_hist_bin,sma_5_bin,sma_10_bin,sma_20_bin,sma_50_bin,ema_5_bin,ema_12_bin,ema_26_bin,bb_upper_bin,bb_lower_bin,bb_middle_bin,atr_14_bin,williams_r_bin,cci_20_bin,obv_bin,adx_bin,di_plus_bin,di_minus_bin,price_change_pct_bin,volume_sma_20_bin,price_sma_20_diff_bin,price_ema_12_diff_bin,window_data_count,window_price_range,window_price_volatility,window_avg_volume
2015-10-26,16.125,16.2125,16.112499,12.078352,48328160.0,0,0,100.0,70.40221863727815,64.47369157179205,64.91571553570307,,,,0.0217190083213676,0.0085244937424454,0.0131945145789222,11.9538346,11.9289712,,,11.97584952300632,11.93942308959029,11.917704081268925,,,,,,,80901268.0,,,,1.017235155716567,,,0.1389289104097102,0,2015-10-12,2015-12-20,10,Q3,Q3,Q4,Q4,Q3,Q4,Q4,Q4,Q4,,,,Q4,Q4,Q4,Q4,Q3,,Q1,Q4,Q4,Q4,,,,,,,Q4,,,,Q4,,,Q4,50,1.150765999999999,0.2679229488866033,40528054.72
2015-10-27,16.125,16.137501,15.9875,12.012857,22892952.0,0,0,74.7801275337318,56.89371301341772,61.035786730786576,62.87577394488307,,,,0.0259681686493351,0.0120132287238233,0.0139549399255117,11.963247,11.9454705,,,11.98818534867088,11.950720614268707,11.924752445619372,,,,,,,58008316.0,,,,-0.5422511282996201,,,0.0621363857312928,0,2015-10-12,2015-12-20,10,Q3,Q3,Q3,Q4,Q1,Q4,Q3,Q4,Q4,,,,Q4,Q4,Q4,Q4,Q4,,Q1,Q4,Q4,Q4,,,,,,,Q4,,,,Q2,,,Q4,50,1.150765999999999,0.2679229488866033,40528054.72
2015-10-28,16.049999,16.0625,15.9,11.928657,20302760.0,0,0,44.827751425422875,56.470851652825246,45.63636790900969,59.28217202560508,,,,0.0222845402037332,0.0140674910198053,0.0082170491839279,11.9721482,11.9580859,,,11.968342565780588,11.947326212073522,11.925041671869788,,,,,,,37705556.0,,,,-0.7009156939102867,,,-0.0186692120735223,0,2015-10-12,2015-12-20,10,Q3,Q3,Q3,Q4,Q1,Q3,Q3,Q2,Q4,,,,Q4,Q4,Q4,Q4,Q4,,Q1,Q4,Q4,Q4,,,,,,,Q4,,,,Q2,,,Q3,50,1.150765999999999,0.2679229488866033,40528054.72
2015-10-29,16.025,16.075001,15.775,11.844456,33655348.0,0,0,0.0,45.363784375970894,38.09797524625253,38.97403726161929,47.1462527195125,-462.41694117647086,,0.0124276627582755,0.0137395253674993,-0.0013118626092238,11.9642092,11.9450447,,,11.927047043853724,11.931500025600672,11.919072362842396,,,,4.145575,-562.4169411764709,,4050208.0,,0.9261131275085902,1.5291726720660035,-0.7058715830290052,,,-0.0870440256006723,0,2015-10-12,2015-12-20,10,Q3,Q3,Q3,Q3,Q2,Q1,Q2,Q2,Q2,Q3,Q1,,Q4,Q4,Q3,Q4,Q4,,Q1,Q4,Q4,Q4,,,,Q3,Q1,,Q4,,Q1,Q1,Q2,,,Q2,50,1.150765999999999,0.2679229488866033,40528054.72
2015-10-30,15.825,15.8625,15.7,11.825746,23967300.0,0,0,0.0,32.500521064360996,43.46418028365731,40.813157274979474,46.136033340090314,-418.83827027026985,,0.0030708765801161,0.0116057956100227,-0.0085349190299065,11.9380136,11.9346684,,,11.893280029235816,11.91523017550826,11.912159298928144,,,,4.417399642857143,-518.8382702702698,,-19917092.0,,0.8691247654668188,1.5563487213186815,-0.1579641986090285,,,-0.0894841755082609,0,2015-10-12,2015-12-20,10,Q3,Q3,Q3,Q3,Q1,Q1,Q2,Q2,Q2,Q3,Q2,,Q3,Q4,Q2,Q4,Q4,,Q1,Q3,Q4,Q4,,,,Q4,Q2,,Q3,,Q1,Q1,Q3,,,Q2,50,1.150765999999999,0.2679229488866033,40528054.72
2015-11-02,15.775,15.85,15.65,11.844456,19325108.0,0,0,15.38385640637641,6.896017927434713,45.736460752238905,38.91194730618589,49.79870814097989,-390.3122051282054,-423.855805524982,-0.0028023989335999,0.0087241567012982,-0.0115265556348981,11.8912344,11.9225345,,,11.877005352823875,11.904341840814682,11.907144239748282,,,,4.382041,-490.3122051282054,,-591984.0,,0.8761377240814096,1.6504083697202203,0.1582141202762121,,,-0.0598858408146831,0,2015-10-12,2015-12-20,10,Q3,Q3,Q3,Q3,Q1,Q2,Q1,Q2,Q2,Q3,Q2,Q2,Q3,Q4,Q2,Q3,Q3,,Q1,Q3,Q3,Q4,,,,Q4,Q2,,Q4,,Q1,Q1,Q3,,,Q2,50,1.150765999999999,0.2679229488866033,40528054.72
2015-11-03,15.95,16.1,15.95,12.031572,37172988.0,0,0,91.66726048384278,52.38142501215211,56.45174637106514,54.47903175504616,61.589194232039866,-371.1208205128206,-393.4237653037653,0.0075546005805389,0.0084902454771463,-0.0009356448966074,11.894977399999998,11.9291122,,,11.928527568549251,11.923915711458578,11.91636111087804,,,,4.366212928571429,-471.1208205128206,,36581004.0,,1.288298533834022,1.574592731808563,1.5797770703863678,,,0.1076562885414222,0,2015-10-12,2015-12-20,10,Q3,Q3,Q3,Q4,Q3,Q4,Q3,Q4,Q4,Q4,Q3,Q2,Q3,Q4,Q3,Q3,Q3,,Q1,Q4,Q4,Q4,,,,Q4,Q3,,Q4,,Q2,Q1,Q4,,,Q4,50,1.150765999999999,0.2679229488866033,40528054.72
2015-11-04,16.1875,16.4,16.174999,12.265469,66205444.0,0,0,100.0,81.03491487816848,63.513589637296654,71.50620960373593,63.84052870066163,-347.13138461538483,-369.5214700854703,0.034241416717478,0.0136404797252127,0.0206009369922653,11.9623398,11.967244,,,12.040841379032836,11.97646237123418,11.942220954516705,,,,4.3364579999999995,-447.1313846153849,,102786448.0,,1.3589085839180273,1.5853969167595197,1.944026931809062,,,0.2890066287658186,0,2015-10-12,2015-12-20,10,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q4,,Q1,Q4,Q4,Q4,,,,Q4,Q3,,Q4,,Q2,Q1,Q4,,,Q4,50,1.150765999999999,0.2679229488866033,40528054.72
2015-11-05,16.4125,16.4125,16.3125,12.237401,23609368.0,0,0,93.74990257882224,90.38480907541847,67.1433283147708,69.31176320088176,64.90961988440026,-350.01015384615397,-356.0874529914531,0.0525206325886689,0.0214165102979039,0.0311041222907649,12.0409288,12.002569,,,12.106361252688558,12.01660677565969,11.964086143071022,,,,4.309450785714286,-450.010153846154,,79177080.0,,1.3881434112477524,1.5746139742599925,-0.2288375601454673,,,0.2207942243403096,0,2015-10-12,2015-12-20,10,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q4,Q4,Q3,Q3,Q4,Q4,Q4,Q4,Q4,,Q1,Q4,Q4,Q4,,,,Q4,Q3,,Q4,,Q2,Q1,Q2,,,Q4,50,1.150765999999999,0.2679229488866033,40528054.72
2015-11-06,16.35,16.35,15.9125,11.994148,47662236.0,0,0,46.296252310883474,61.84188320272717,54.02301110012224,51.72416652691751,51.143731923081546,-374.95917948717977,-357.3669059829062,0.0468386321163691,0.0265009346615969,0.0203376974547721,12.0746092,12.0063114,11.95838495,,12.068956835125704,12.013151579404353,11.966312947287983,12.206994129223746,11.709775770776252,11.95838495,4.273172857142858,-474.95917948717977,-27.040842370547924,31514844.0,,1.3163520849846988,2.2566052458176755,-1.9877831902378684,38521921.0,0.0357630499999999,-0.0190035794043534,0,2015-10-12,2015-12-20,10,Q4,Q4,Q3,Q4,Q3,Q3,Q4,Q3,Q3,Q4,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q2,Q4,Q4,,Q2,Q2,Q1,Q1,Q4,Q3,50,1.150765999999999,0.2679229488866033,40528054.72
2015-11-09,16.0,16.0875,15.9,11.909946,22131276.0,0,0,0.0,54.21680385712964,54.02294472919917,41.96422777262433,47.89041600910178,-383.59528205128225,-369.5215384615387,0.0351361800982861,0.0282279837489348,0.0069081963493513,12.0877072,11.9894708,11.959221,,12.01595322341714,11.99727379795753,11.962137617859243,12.207018677306984,11.711423322693015,11.959221,4.2398976428571435,-483.5952820512823,-73.74221781410064,9383568.0,,1.3266829706316918,2.2953738084681152,-0.7020256878604414,36135356.2,-0.0492749999999997,-0.0873277979575295,0,2015-10-12,2015-12-20,10,Q3,Q3,Q3,Q4,Q1,Q1,Q3,Q3,Q3,Q3,Q2,Q3,Q4,Q4,Q4,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q2,Q4,Q4,Q4,Q2,Q3,Q4,,Q2,Q2,Q2,Q1,Q4,Q2,50,1.150765999999999,0.2679229488866033,40528054.72
2015-11-10,15.825,15.85,15.7125,11.76961,35388764.0,0,0,0.0,32.05139800152372,46.99994228191647,39.16680695434991,45.8571357266298,-397.98871794871815,-385.5143931623934,0.0143722854391246,0.0254568440869727,-0.0110845586478481,12.0353148,11.9651461,11.9553083,,11.933838815611429,11.962248598271756,11.947876312832632,12.212791375629898,11.697825224370105,11.9553083,4.194779714285715,-497.98871794871815,-133.99267614794306,-26005196.0,,1.340952417797664,2.469055245468703,-1.1783092887238888,36406836.6,-0.1856983000000003,-0.1926385982717562,0,2015-10-12,2015-12-20,10,Q3,Q3,Q3,Q3,Q3,Q1,Q2,Q3,Q2,Q3,Q2,Q2,Q4,Q4,Q2,Q4,Q4,Q4,Q1,Q4,Q4,Q4,Q3,Q4,Q4,Q4,Q2,Q2,Q3,,Q2,Q3,Q1,Q1,Q2,Q1,50,1.150765999999999,0.2679229488866033,40528054.72
